"id_operacion","id_almacen","fecha_hora","tipo_operacion","recursos_asignados","productos_involucrados","tiempo_ejecucion","estado_operacion","tiempo_estimado","productividad","zona_almacen","volumen"
69238,1,"2024-01-19 03:01:00","Packing",2,113,"12.02","Completado","23.99","1.18","Zona E - Expedición","20.91"
69239,3,"2024-05-24 10:15:00","Picking",5,156,"177.69","Completado","177.08","1.23","Zona C - Picking","2.43"
69240,2,"2024-01-14 00:50:00","Recepción",8,20,"38.43","En_Progreso","11.91","1.19","Zona D - Packing","18.96"
69241,5,"2024-01-14 09:18:00","Picking",3,145,"53.14","Completado","26.59","1.01","Zona B - Almacenaje","17.33"
69242,5,"2024-08-14 02:25:00","Picking",3,171,"34.97","Completado","56.34","0.92","Zona B - Almacenaje","12.61"
69243,3,"2024-02-09 03:04:00","Picking",8,73,"55.33","En_Progreso","175.56","1.16","Zona D - Packing","6.36"
69244,4,"2024-09-13 09:14:00","Picking",7,137,"52.45","Completado","64.50","0.95","Zona A - Recepción","15.80"
69245,2,"2024-05-18 13:08:00","Picking",3,54,"31.87","En_Progreso","38.09","0.99","Zona E - Expedición","11.52"
69246,5,"2024-09-18 00:42:00","Recepción",5,170,"43.89","En_Progreso","31.12","1.20","Zona D - Packing","17.53"
69247,1,"2024-02-17 13:33:00","Recepción",4,175,"87.78","Completado","80.91","0.64","Zona B - Almacenaje","21.36"
69248,1,"2024-03-05 00:20:00","Inventario",6,128,"31.49","Completado","173.73","0.95","Zona D - Packing","8.37"
69249,1,"2024-10-03 07:54:00","Picking",8,20,"19.35","Completado","79.30","1.35","Zona B - Almacenaje","24.74"
69250,1,"2024-09-13 07:29:00","Inventario",6,113,"23.65","Completado","36.51","0.73","Zona B - Almacenaje","21.58"
69251,1,"2024-07-10 01:09:00","Packing",3,16,"39.55","En_Progreso","35.80","0.82","Zona A - Recepción","14.54"
69252,5,"2024-04-23 03:08:00","Recepción",8,78,"9.03","En_Progreso","111.43","1.26","Zona E - Expedición","6.75"
69253,4,"2024-01-01 11:51:00","Packing",5,43,"37.25","Completado","47.72","0.62","Zona E - Expedición","15.79"
69254,3,"2024-05-31 11:33:00","Picking",5,181,"26.04","Completado","89.01","1.02","Zona A - Recepción","2.72"
69255,3,"2024-05-25 04:23:00","Recepción",5,175,"92.18","Completado","83.90","1.11","Zona A - Recepción","7.93"
69256,3,"2024-06-24 11:36:00","Picking",1,194,"75.04","Completado","37.44","0.92","Zona B - Almacenaje","14.62"
69257,1,"2024-04-28 06:38:00","Recepción",6,59,"41.85","Completado","104.29","0.84","Zona C - Picking","17.65"
69258,1,"2024-01-15 09:20:00","Inventario",6,131,"37.95","Completado","179.97","0.67","Zona E - Expedición","2.35"
69259,1,"2024-06-15 10:21:00","Recepción",1,177,"24.36","Completado","34.63","0.84","Zona A - Recepción","1.81"
69260,2,"2024-04-20 12:07:00","Packing",7,55,"42.91","Completado","57.42","1.33","Zona E - Expedición","1.61"
69261,4,"2024-08-10 05:34:00","Packing",8,39,"12.17","Completado","49.29","0.91","Zona C - Picking","18.16"
69262,2,"2024-06-22 02:04:00","Recepción",2,106,"31.66","Completado","83.64","1.24","Zona A - Recepción","10.04"
69263,5,"2024-09-28 06:32:00","Picking",4,94,"19.37","Completado","42.28","1.23","Zona C - Picking","7.88"
69264,2,"2024-06-21 06:13:00","Recepción",3,84,"129.44","Completado","42.55","1.30","Zona D - Packing","5.47"
69265,2,"2024-09-21 10:31:00","Picking",2,188,"31.90","En_Progreso","105.14","0.70","Zona A - Recepción","24.04"
69266,1,"2024-07-03 04:24:00","Recepción",3,36,"50.66","Completado","95.85","1.33","Zona D - Packing","2.67"
69267,4,"2024-07-13 07:38:00","Picking",8,79,"33.75","Completado","16.17","0.63","Zona A - Recepción","17.83"
69268,3,"2024-03-15 06:26:00","Picking",4,138,"108.67","Completado","25.18","0.76","Zona C - Picking","16.57"
69269,2,"2024-07-18 08:09:00","Inventario",1,48,"109.83","En_Progreso","33.72","0.85","Zona E - Expedición","18.77"
69270,5,"2024-06-28 09:38:00","Packing",5,85,"55.81","Completado","159.92","0.69","Zona E - Expedición","22.54"
69271,4,"2024-10-02 07:39:00","Packing",5,44,"35.17","En_Progreso","144.64","0.88","Zona C - Picking","16.76"
69272,3,"2024-02-18 05:35:00","Recepción",6,200,"167.70","En_Progreso","69.53","0.69","Zona E - Expedición","22.85"
69273,5,"2024-05-31 09:34:00","Inventario",3,154,"30.84","Completado","41.71","1.14","Zona C - Picking","18.46"
69274,3,"2024-06-16 04:16:00","Inventario",3,130,"24.85","En_Progreso","86.75","1.28","Zona E - Expedición","10.89"
69275,4,"2024-09-05 01:44:00","Recepción",2,138,"33.63","Completado","90.61","1.10","Zona C - Picking","11.95"
69276,3,"2024-05-11 02:06:00","Picking",5,161,"33.82","Completado","85.37","0.82","Zona B - Almacenaje","7.88"
69277,3,"2024-09-10 07:49:00","Picking",3,40,"25.66","Completado","44.93","1.36","Zona E - Expedición","19.05"
69278,1,"2024-01-17 11:15:00","Recepción",8,81,"53.98","Completado","59.77","0.66","Zona C - Picking","22.04"
69279,3,"2024-05-27 09:07:00","Packing",5,145,"50.03","Completado","70.47","1.35","Zona C - Picking","2.19"
69280,3,"2024-07-17 05:31:00","Packing",8,73,"11.63","Completado","27.51","0.71","Zona E - Expedición","21.82"
69281,1,"2024-05-06 10:26:00","Recepción",7,50,"47.27","Completado","45.36","0.67","Zona C - Picking","24.29"
69282,4,"2024-06-06 11:13:00","Packing",6,75,"48.83","Completado","19.83","0.82","Zona C - Picking","23.85"
69283,3,"2024-04-05 11:44:00","Picking",2,61,"73.39","Completado","47.94","1.05","Zona D - Packing","9.14"
69284,2,"2024-04-08 10:19:00","Inventario",2,189,"11.51","Completado","54.69","1.31","Zona B - Almacenaje","21.14"
69285,3,"2024-01-19 02:38:00","Recepción",7,66,"81.26","Completado","115.43","1.05","Zona C - Picking","1.18"
69286,2,"2024-02-17 03:43:00","Recepción",3,76,"30.11","En_Progreso","58.42","1.21","Zona A - Recepción","17.19"
69287,5,"2024-07-23 00:29:00","Inventario",1,104,"34.55","Completado","35.59","0.80","Zona E - Expedición","11.34"
69288,2,"2024-07-27 03:40:00","Inventario",3,178,"78.71","En_Progreso","39.42","0.68","Zona A - Recepción","20.32"
69289,5,"2024-09-14 06:11:00","Recepción",3,128,"94.85","En_Progreso","25.50","1.06","Zona C - Picking","11.17"
69290,2,"2024-10-02 11:33:00","Packing",7,112,"33.09","Completado","29.21","0.89","Zona C - Picking","4.95"
69291,1,"2024-02-18 06:28:00","Packing",1,46,"135.59","Completado","31.56","1.38","Zona A - Recepción","22.91"
69292,4,"2024-09-21 13:53:00","Recepción",6,30,"38.05","Completado","119.50","1.12","Zona C - Picking","18.57"
69293,4,"2024-07-01 10:32:00","Recepción",2,169,"18.69","Completado","17.94","1.32","Zona A - Recepción","15.56"
69294,3,"2024-09-26 13:48:00","Picking",6,50,"13.65","Completado","37.36","0.80","Zona E - Expedición","19.82"
69295,4,"2024-02-19 02:32:00","Packing",3,102,"109.58","Completado","26.01","0.90","Zona D - Packing","13.75"
69296,2,"2024-02-01 06:31:00","Inventario",6,199,"52.18","Completado","39.58","0.78","Zona C - Picking","23.77"
69297,1,"2024-03-01 11:27:00","Picking",1,124,"25.55","Completado","33.47","0.80","Zona C - Picking","13.80"
69298,5,"2024-03-01 01:07:00","Packing",6,71,"27.97","Completado","30.31","1.34","Zona E - Expedición","3.75"
69299,4,"2024-07-10 13:54:00","Inventario",2,140,"107.56","Completado","27.78","1.00","Zona E - Expedición","17.16"
69300,2,"2024-06-06 11:00:00","Inventario",8,35,"42.31","Completado","119.46","0.73","Zona E - Expedición","22.19"
69301,2,"2024-04-16 09:07:00","Picking",5,89,"28.05","Completado","134.66","0.68","Zona D - Packing","18.57"
69302,4,"2024-03-16 01:16:00","Picking",7,155,"21.32","Completado","29.94","1.03","Zona C - Picking","11.70"
69303,3,"2024-07-14 06:36:00","Picking",8,21,"19.35","Completado","149.78","1.34","Zona B - Almacenaje","22.32"
69304,3,"2024-05-01 08:55:00","Picking",3,61,"19.16","Completado","45.58","0.97","Zona A - Recepción","15.52"
69305,3,"2024-02-28 10:37:00","Picking",5,187,"98.56","Completado","78.22","1.35","Zona C - Picking","7.04"
69306,3,"2024-08-14 12:32:00","Packing",3,29,"85.03","En_Progreso","19.53","1.18","Zona E - Expedición","14.94"
69307,4,"2024-01-01 04:29:00","Packing",1,124,"38.21","Completado","74.40","0.76","Zona A - Recepción","22.13"
69308,2,"2024-06-01 11:47:00","Picking",1,101,"57.64","Completado","145.81","1.22","Zona E - Expedición","3.32"
69309,2,"2024-03-01 02:34:00","Packing",5,27,"107.84","Completado","39.11","1.04","Zona A - Recepción","8.12"
69310,5,"2024-09-15 07:07:00","Packing",6,159,"45.18","En_Progreso","38.21","0.69","Zona B - Almacenaje","20.77"
69311,1,"2024-09-10 13:55:00","Packing",1,174,"20.93","Completado","60.83","0.97","Zona B - Almacenaje","3.11"
69312,3,"2024-06-19 01:35:00","Picking",2,7,"46.72","Completado","21.18","0.61","Zona C - Picking","16.30"
69313,3,"2024-08-22 06:20:00","Packing",1,110,"8.23","Completado","143.01","1.12","Zona C - Picking","23.46"
69314,3,"2024-02-19 02:39:00","Recepción",5,200,"39.19","Completado","169.03","0.70","Zona C - Picking","21.72"
69315,2,"2024-05-03 08:08:00","Packing",8,200,"13.64","Completado","79.20","0.62","Zona D - Packing","8.65"
69316,5,"2024-09-22 04:00:00","Inventario",5,135,"23.35","En_Progreso","36.20","1.24","Zona E - Expedición","11.97"
69317,2,"2024-01-03 01:12:00","Packing",1,132,"40.82","Completado","166.39","0.85","Zona D - Packing","15.38"
69318,1,"2024-10-02 07:42:00","Inventario",5,159,"37.88","Completado","43.98","1.07","Zona D - Packing","6.81"
69319,4,"2024-01-23 07:41:00","Picking",2,9,"23.61","Completado","42.13","0.62","Zona E - Expedición","19.75"
69320,2,"2024-01-28 03:38:00","Picking",4,142,"55.82","Completado","37.80","0.61","Zona E - Expedición","3.56"
69321,2,"2024-01-27 07:33:00","Recepción",3,109,"41.69","Completado","167.47","1.27","Zona E - Expedición","23.09"
69322,5,"2024-03-23 08:19:00","Picking",6,45,"65.91","Completado","11.78","0.62","Zona D - Packing","2.92"
69323,2,"2024-08-24 00:47:00","Picking",3,42,"60.08","Completado","51.33","0.71","Zona E - Expedición","13.03"
69324,4,"2024-02-13 01:38:00","Packing",2,24,"43.57","En_Progreso","23.52","1.18","Zona D - Packing","3.78"
69325,5,"2024-03-29 09:24:00","Inventario",6,18,"80.20","Completado","16.93","0.89","Zona D - Packing","6.65"
69326,2,"2024-03-27 04:34:00","Packing",4,2,"145.85","Completado","119.77","1.12","Zona A - Recepción","21.12"
69327,1,"2024-03-15 09:30:00","Recepción",3,33,"61.86","Completado","39.68","1.11","Zona B - Almacenaje","9.90"
69328,3,"2024-02-01 06:25:00","Recepción",7,16,"77.48","Completado","32.50","1.40","Zona C - Picking","2.69"
69329,4,"2024-06-18 03:53:00","Recepción",1,182,"61.13","Completado","120.80","0.99","Zona E - Expedición","24.10"
69330,5,"2024-01-23 06:07:00","Picking",8,12,"61.18","Completado","23.41","1.22","Zona C - Picking","2.71"
69331,1,"2024-01-09 05:26:00","Inventario",8,136,"20.02","Completado","15.81","1.11","Zona D - Packing","1.79"
69332,3,"2024-08-14 12:45:00","Packing",8,137,"80.99","En_Progreso","96.28","0.68","Zona B - Almacenaje","24.67"
69333,3,"2024-02-27 09:45:00","Packing",4,21,"37.35","Completado","34.74","1.21","Zona A - Recepción","20.35"
69334,4,"2024-03-03 05:03:00","Recepción",4,184,"129.66","Completado","31.90","0.89","Zona A - Recepción","17.47"
69335,4,"2024-03-20 09:12:00","Inventario",1,135,"14.72","Completado","49.02","1.29","Zona A - Recepción","20.85"
69336,3,"2024-04-04 05:19:00","Packing",6,95,"36.69","En_Progreso","52.19","1.13","Zona C - Picking","20.86"
69337,3,"2024-07-28 04:22:00","Inventario",1,137,"67.55","Completado","83.42","0.77","Zona B - Almacenaje","7.78"
69338,1,"2024-09-06 00:40:00","Packing",4,58,"79.58","Completado","87.61","0.91","Zona B - Almacenaje","19.16"
69339,4,"2024-08-23 09:51:00","Packing",6,92,"54.32","Completado","26.47","0.65","Zona A - Recepción","3.49"
69340,3,"2024-02-18 07:24:00","Inventario",3,151,"98.28","Completado","19.19","1.07","Zona A - Recepción","20.48"
69341,2,"2024-02-19 13:42:00","Picking",6,98,"58.26","Completado","64.71","0.95","Zona B - Almacenaje","3.99"
69342,1,"2024-08-18 07:08:00","Picking",5,3,"199.93","Completado","17.10","0.74","Zona E - Expedición","1.29"
69343,5,"2024-02-28 07:42:00","Packing",7,9,"65.00","Completado","142.21","0.72","Zona C - Picking","7.12"
69344,3,"2024-04-03 01:03:00","Recepción",7,125,"19.24","Completado","28.28","1.08","Zona B - Almacenaje","14.83"
69345,4,"2024-06-25 07:02:00","Packing",4,150,"83.41","En_Progreso","176.67","0.85","Zona E - Expedición","8.51"
69346,5,"2024-01-11 07:40:00","Recepción",6,104,"46.23","Completado","23.17","0.93","Zona D - Packing","24.71"
69347,4,"2024-03-12 00:44:00","Picking",6,109,"138.60","Completado","21.73","0.96","Zona B - Almacenaje","19.80"
69348,5,"2024-06-05 09:07:00","Recepción",7,89,"9.57","Completado","34.16","0.81","Zona A - Recepción","15.67"
69349,5,"2024-05-21 10:58:00","Picking",6,112,"92.13","En_Progreso","33.69","0.72","Zona E - Expedición","17.81"
69350,3,"2024-09-30 02:02:00","Recepción",6,92,"64.01","Completado","49.08","0.63","Zona C - Picking","8.30"
69351,5,"2024-09-06 07:46:00","Picking",8,77,"33.86","Completado","79.22","0.91","Zona C - Picking","18.70"
69352,3,"2024-02-11 00:01:00","Inventario",6,29,"69.26","Completado","64.55","0.60","Zona C - Picking","21.79"
69353,1,"2024-03-18 07:21:00","Recepción",5,109,"28.37","Completado","21.07","1.34","Zona A - Recepción","9.25"
69354,1,"2024-05-06 10:08:00","Picking",7,113,"17.65","Completado","53.54","1.11","Zona A - Recepción","4.47"
69355,1,"2024-06-18 04:56:00","Packing",4,97,"67.45","Completado","57.65","0.93","Zona A - Recepción","8.35"
69356,4,"2024-08-06 03:02:00","Picking",3,64,"29.77","Completado","144.42","0.69","Zona C - Picking","24.49"
69357,4,"2024-08-11 06:29:00","Inventario",5,7,"28.58","Completado","159.10","1.16","Zona A - Recepción","2.92"
69358,5,"2024-03-05 00:20:00","Picking",4,31,"34.16","Completado","38.78","1.01","Zona C - Picking","5.87"
69359,1,"2024-07-17 01:06:00","Recepción",1,186,"29.69","Completado","12.75","0.70","Zona C - Picking","4.88"
69360,4,"2024-07-01 07:25:00","Recepción",1,188,"46.31","Completado","23.27","0.77","Zona B - Almacenaje","7.98"
69361,4,"2024-09-06 03:48:00","Recepción",2,144,"34.13","Completado","162.74","0.68","Zona D - Packing","11.31"
69362,2,"2024-04-18 01:33:00","Picking",8,26,"40.65","En_Progreso","39.30","0.86","Zona B - Almacenaje","20.57"
69363,2,"2024-05-27 02:17:00","Packing",1,150,"20.01","Completado","91.23","0.88","Zona C - Picking","9.12"
69364,5,"2024-04-27 12:14:00","Packing",3,170,"23.78","En_Progreso","36.89","0.62","Zona B - Almacenaje","19.25"
69365,2,"2024-09-05 11:58:00","Packing",3,116,"22.02","Completado","12.95","0.72","Zona A - Recepción","15.66"
69366,3,"2024-06-01 12:18:00","Inventario",3,59,"12.45","Completado","80.57","0.85","Zona D - Packing","22.05"
69367,1,"2024-09-03 03:42:00","Inventario",4,135,"23.85","Completado","66.81","0.96","Zona C - Picking","1.60"
69368,5,"2024-03-08 12:47:00","Packing",4,97,"163.02","Completado","35.02","0.66","Zona A - Recepción","14.62"
69369,3,"2024-10-01 06:59:00","Recepción",7,10,"101.35","Completado","133.49","1.11","Zona B - Almacenaje","19.92"
69370,3,"2024-04-04 08:53:00","Inventario",3,170,"18.99","En_Progreso","175.27","0.92","Zona A - Recepción","15.01"
69371,1,"2024-05-30 10:20:00","Picking",6,80,"167.13","En_Progreso","58.25","0.89","Zona B - Almacenaje","22.55"
69372,3,"2024-02-17 00:13:00","Picking",2,198,"61.43","Completado","45.44","1.05","Zona E - Expedición","3.91"
69373,2,"2024-02-01 05:32:00","Recepción",5,87,"39.43","En_Progreso","85.26","0.75","Zona C - Picking","1.41"
69374,3,"2024-07-21 07:31:00","Recepción",7,113,"40.39","Completado","47.85","0.76","Zona D - Packing","1.43"
69375,3,"2024-02-16 06:50:00","Recepción",5,63,"52.79","Completado","62.13","0.67","Zona C - Picking","4.99"
69376,4,"2024-07-04 05:00:00","Inventario",5,13,"69.54","Completado","22.85","1.29","Zona D - Packing","3.33"
69377,1,"2024-08-20 06:41:00","Inventario",4,105,"66.42","En_Progreso","11.87","0.82","Zona E - Expedición","7.73"
69378,3,"2024-03-20 11:03:00","Inventario",1,39,"45.94","Completado","41.82","0.73","Zona B - Almacenaje","17.33"
69379,5,"2024-03-11 12:18:00","Recepción",8,152,"25.26","Completado","55.90","1.20","Zona E - Expedición","16.11"
69380,3,"2024-03-20 13:21:00","Recepción",7,68,"124.78","En_Progreso","58.62","0.91","Zona E - Expedición","19.11"
69381,4,"2024-05-16 01:51:00","Inventario",5,184,"50.96","Completado","83.20","1.22","Zona C - Picking","21.99"
69382,4,"2024-08-01 08:55:00","Inventario",2,14,"25.06","Completado","65.44","0.98","Zona D - Packing","23.40"
69383,4,"2024-06-29 03:56:00","Recepción",8,44,"108.31","Completado","26.56","1.27","Zona A - Recepción","10.72"
69384,5,"2024-10-01 04:50:00","Packing",1,172,"21.17","En_Progreso","10.24","1.30","Zona C - Picking","21.80"
69385,3,"2024-05-16 06:37:00","Recepción",4,131,"65.81","Completado","33.41","0.79","Zona A - Recepción","6.21"
69386,4,"2024-06-17 11:47:00","Packing",8,175,"16.53","Completado","24.40","0.64","Zona C - Picking","2.37"
69387,2,"2024-08-24 04:41:00","Picking",4,110,"57.99","Completado","25.77","0.61","Zona A - Recepción","13.40"
69388,3,"2024-06-27 01:27:00","Packing",7,120,"39.84","Completado","140.27","0.86","Zona D - Packing","3.84"
69389,3,"2024-05-31 02:52:00","Recepción",3,135,"19.70","Completado","149.35","1.01","Zona D - Packing","3.79"
69390,5,"2024-01-24 01:14:00","Picking",8,169,"63.67","Completado","116.45","0.91","Zona B - Almacenaje","0.96"
69391,3,"2024-02-21 00:14:00","Picking",3,12,"46.47","Completado","82.09","0.87","Zona B - Almacenaje","6.94"
69392,3,"2024-03-05 12:59:00","Picking",3,145,"22.42","Completado","107.92","1.10","Zona B - Almacenaje","8.50"
69393,1,"2024-02-24 02:21:00","Inventario",6,104,"31.27","En_Progreso","147.98","1.29","Zona D - Packing","19.09"
69394,3,"2024-08-12 03:30:00","Recepción",8,15,"94.52","Completado","41.65","0.92","Zona C - Picking","8.64"
69395,2,"2024-07-01 06:13:00","Inventario",3,80,"39.82","Completado","57.04","0.86","Zona D - Packing","6.62"
69396,4,"2024-05-08 01:03:00","Inventario",1,50,"63.97","Completado","32.69","0.88","Zona B - Almacenaje","16.96"
69397,2,"2024-03-24 02:09:00","Packing",8,93,"53.57","Completado","16.42","0.85","Zona B - Almacenaje","20.90"
69398,5,"2024-05-24 06:39:00","Recepción",3,100,"183.35","Completado","47.61","1.12","Zona E - Expedición","17.47"
69399,1,"2024-02-09 06:08:00","Picking",6,11,"101.28","Completado","22.54","1.09","Zona D - Packing","18.53"
69400,1,"2024-03-17 11:21:00","Picking",8,104,"46.77","Completado","56.23","0.72","Zona E - Expedición","12.31"
69401,2,"2024-08-05 09:53:00","Packing",8,164,"128.66","Completado","37.57","1.12","Zona B - Almacenaje","14.70"
69402,1,"2024-08-09 04:23:00","Recepción",2,5,"36.67","Completado","55.08","1.34","Zona D - Packing","19.87"
69403,4,"2024-04-05 07:26:00","Inventario",5,90,"58.10","Completado","20.18","1.16","Zona D - Packing","13.88"
69404,2,"2024-07-26 12:02:00","Recepción",1,103,"30.73","Completado","13.75","1.38","Zona D - Packing","19.74"
69405,3,"2024-03-13 01:48:00","Inventario",6,86,"75.11","Completado","37.20","0.62","Zona A - Recepción","17.38"
69406,5,"2024-02-22 12:04:00","Recepción",6,69,"81.12","Completado","33.13","1.15","Zona E - Expedición","7.92"
69407,3,"2024-07-03 01:35:00","Picking",6,138,"142.84","En_Progreso","36.91","0.84","Zona E - Expedición","10.00"
69408,2,"2024-08-22 01:14:00","Recepción",7,107,"110.05","Completado","30.47","1.23","Zona C - Picking","17.17"
69409,2,"2024-06-12 07:47:00","Inventario",4,56,"22.46","Completado","58.07","1.21","Zona B - Almacenaje","4.70"
69410,1,"2024-03-11 01:35:00","Packing",1,141,"20.11","Completado","30.67","1.25","Zona A - Recepción","19.22"
69411,5,"2024-08-08 06:32:00","Recepción",8,63,"29.16","En_Progreso","21.38","1.00","Zona D - Packing","14.70"
69412,4,"2024-02-07 12:57:00","Inventario",7,74,"128.94","En_Progreso","61.43","0.93","Zona C - Picking","16.15"
69413,4,"2024-05-26 08:41:00","Inventario",4,161,"32.19","Completado","121.30","0.68","Zona C - Picking","1.40"
69414,1,"2024-02-04 00:59:00","Picking",4,187,"35.25","Completado","17.86","0.98","Zona C - Picking","3.23"
69415,1,"2024-09-01 02:39:00","Recepción",2,135,"38.10","Completado","24.49","1.01","Zona E - Expedición","20.54"
69416,2,"2024-02-12 00:53:00","Packing",4,74,"16.75","Completado","13.88","1.37","Zona C - Picking","2.12"
69417,5,"2024-07-26 02:33:00","Packing",4,195,"8.51","Completado","108.05","1.19","Zona D - Packing","12.71"
69418,5,"2024-07-22 03:30:00","Recepción",6,186,"123.81","Completado","131.09","1.28","Zona B - Almacenaje","3.80"
69419,4,"2024-01-05 01:30:00","Picking",8,73,"44.85","Completado","24.70","1.22","Zona C - Picking","23.59"
69420,2,"2024-02-24 00:33:00","Recepción",1,76,"30.15","Completado","85.45","0.62","Zona A - Recepción","23.88"
69421,2,"2024-02-09 07:01:00","Picking",2,68,"30.69","En_Progreso","131.56","1.04","Zona D - Packing","9.83"
69422,4,"2024-02-18 08:27:00","Recepción",7,109,"192.32","Completado","25.71","0.61","Zona C - Picking","21.57"
69423,3,"2024-02-02 06:35:00","Picking",4,172,"29.26","Completado","38.77","0.95","Zona E - Expedición","1.31"
69424,3,"2024-04-13 12:29:00","Picking",1,145,"152.38","Completado","45.77","0.73","Zona D - Packing","3.89"
69425,4,"2024-09-19 11:18:00","Picking",1,74,"143.09","Completado","126.13","0.95","Zona E - Expedición","6.59"
69426,1,"2024-01-06 09:42:00","Recepción",4,116,"55.74","En_Progreso","165.29","1.36","Zona D - Packing","21.34"
69427,1,"2024-06-27 01:00:00","Recepción",5,76,"46.40","Completado","140.72","1.24","Zona D - Packing","5.22"
69428,2,"2024-08-05 04:57:00","Picking",6,165,"37.17","En_Progreso","56.58","0.98","Zona D - Packing","17.19"
69429,1,"2024-03-23 12:00:00","Packing",2,20,"48.00","En_Progreso","136.71","1.20","Zona B - Almacenaje","2.81"
69430,4,"2024-01-10 00:27:00","Picking",1,42,"49.62","Completado","27.55","0.77","Zona E - Expedición","20.95"
69431,1,"2024-07-17 12:14:00","Picking",3,199,"48.97","Completado","17.28","0.70","Zona D - Packing","16.87"
69432,2,"2024-02-25 12:45:00","Inventario",3,94,"22.58","Completado","130.36","0.76","Zona D - Packing","24.77"
69433,4,"2024-08-09 02:03:00","Inventario",2,197,"152.13","En_Progreso","24.05","0.80","Zona C - Picking","10.29"
69434,2,"2024-07-07 12:07:00","Picking",8,69,"41.32","Completado","61.71","0.90","Zona E - Expedición","18.94"
69435,2,"2024-01-26 09:28:00","Recepción",7,171,"21.11","Completado","56.73","0.78","Zona C - Picking","10.07"
69436,4,"2024-09-26 08:13:00","Picking",4,36,"29.94","Completado","101.96","1.20","Zona D - Packing","7.03"
69437,5,"2024-08-27 13:29:00","Inventario",1,171,"36.96","Completado","14.60","1.40","Zona D - Packing","15.08"
69438,5,"2024-04-13 01:24:00","Packing",4,156,"56.20","En_Progreso","67.03","0.66","Zona C - Picking","15.01"
69439,4,"2024-04-08 00:29:00","Packing",6,135,"46.54","Completado","149.33","1.36","Zona C - Picking","0.81"
69440,4,"2024-04-30 08:39:00","Packing",8,90,"33.73","Completado","19.03","1.30","Zona E - Expedición","19.40"
69441,3,"2024-07-12 13:41:00","Inventario",3,27,"78.57","Completado","159.68","1.07","Zona C - Picking","10.54"
69442,2,"2024-02-07 07:07:00","Packing",4,85,"24.52","Completado","115.53","1.11","Zona E - Expedición","23.33"
69443,3,"2024-09-13 07:35:00","Picking",7,58,"35.99","Completado","122.70","1.07","Zona C - Picking","19.57"
69444,1,"2024-04-01 12:30:00","Inventario",6,86,"95.50","Completado","15.56","1.37","Zona C - Picking","21.85"
69445,4,"2024-06-10 09:55:00","Recepción",7,20,"36.53","Completado","75.60","0.86","Zona D - Packing","1.83"
69446,3,"2024-05-26 04:31:00","Picking",5,118,"23.69","Completado","58.47","0.93","Zona B - Almacenaje","5.64"
69447,2,"2024-04-01 08:04:00","Packing",2,136,"43.36","Completado","30.35","0.71","Zona E - Expedición","11.09"
69448,5,"2024-03-06 12:23:00","Packing",5,76,"89.41","Completado","26.69","1.38","Zona A - Recepción","14.26"
69449,5,"2024-07-12 01:01:00","Packing",8,121,"149.65","Completado","49.94","0.95","Zona D - Packing","4.29"
69450,3,"2024-02-05 05:40:00","Picking",3,28,"122.61","Completado","35.30","1.03","Zona A - Recepción","20.04"
69451,3,"2024-04-18 07:57:00","Picking",3,167,"23.65","Completado","29.77","0.61","Zona A - Recepción","2.74"
69452,2,"2024-08-15 06:32:00","Recepción",4,97,"50.52","Completado","40.38","0.92","Zona E - Expedición","20.89"
69453,3,"2024-04-13 07:18:00","Recepción",1,162,"17.71","Completado","82.63","1.26","Zona B - Almacenaje","22.93"
69454,3,"2024-04-09 10:21:00","Recepción",7,141,"41.67","Completado","22.39","0.96","Zona B - Almacenaje","4.18"
69455,3,"2024-03-11 04:11:00","Inventario",5,127,"131.04","Completado","84.72","0.73","Zona A - Recepción","14.79"
69456,5,"2024-03-24 04:48:00","Recepción",7,81,"28.87","Completado","18.21","0.64","Zona A - Recepción","18.82"
69457,5,"2024-04-09 06:39:00","Packing",2,2,"57.74","Completado","147.75","0.71","Zona C - Picking","17.77"
69458,2,"2024-03-15 01:07:00","Picking",5,98,"114.74","Completado","15.87","1.38","Zona D - Packing","10.78"
69459,4,"2024-09-29 02:41:00","Inventario",6,181,"35.36","Completado","48.78","1.39","Zona E - Expedición","21.05"
69460,2,"2024-01-01 05:33:00","Inventario",2,84,"43.72","Completado","85.32","0.67","Zona A - Recepción","10.00"
69461,1,"2024-04-14 03:50:00","Inventario",5,90,"19.35","Completado","33.16","1.13","Zona E - Expedición","3.37"
69462,4,"2024-07-17 06:32:00","Recepción",6,66,"7.45","En_Progreso","15.32","1.18","Zona C - Picking","15.19"
69463,1,"2024-03-29 08:31:00","Packing",3,125,"106.54","Completado","64.55","1.16","Zona C - Picking","23.81"
69464,2,"2024-09-10 07:06:00","Picking",3,9,"10.63","Completado","147.10","1.10","Zona E - Expedición","5.09"
69465,5,"2024-02-08 11:36:00","Recepción",1,64,"130.85","Completado","26.51","0.69","Zona E - Expedición","12.10"
69466,4,"2024-05-04 12:15:00","Recepción",4,9,"17.04","Completado","90.59","0.91","Zona B - Almacenaje","0.53"
69467,3,"2024-07-05 04:11:00","Picking",6,25,"18.22","Completado","62.12","1.18","Zona C - Picking","9.64"
69468,3,"2024-04-21 07:24:00","Inventario",1,25,"97.14","Completado","120.75","0.80","Zona C - Picking","11.96"
69469,5,"2024-04-29 11:49:00","Picking",2,108,"49.64","Completado","79.23","1.13","Zona B - Almacenaje","16.58"
